2020-W31;CH070;Y75T79;M;P;2
2020-W31;CH070;Y80T84;T;P;8
2020-W31;CH070;Y80T84;F;P;3
2020-W31;CH070;Y80T84;M;P;5
2020-W31;CH070;Y85T89;T;P;11
2020-W31;CH070;Y85T89;F;P;4
2020-W31;CH070;Y85T89;M;P;7
2020-W31;CH070;Y_GE90;T;P;17
2020-W31;CH070;Y_GE90;F;P;12
2020-W31;CH070;Y_GE90;M;P;5
